,Type,Location,Title,Number of Guest,Number of Bedroom,Studio,Number of Bed,Number of Bath,Self Check-in,Air Conditioning,Wifi,Washer,Kitchen,Breakfast,Pets allowed,Free parking,Elevator,Gym,Indoor fireplace,Pool,Rate (out of 5),Reviews,Price (per Night),Link
10,Private room,Washington,Quiet room Historic Mt pleasant.5mn walk to metro,2,1,No,0,2,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,4.40,10,34,https://www.airbnb.com/rooms/44410205?previous_page_section_name=1000&federated_search_id=d464e181-b5e3-423e-b143-5b915ae8f2c0
11,Room,boutique hotel in Washington,Prime Location Deluxe Double Double,2,1,No,2,1,No,No,No,No,No,No,No,No,Yes,No,No,No,NaN,NaN,79,https://www.airbnb.com/rooms/39719491?previous_page_section_name=1000&federated_search_id=d464e181-b5e3-423e-b143-5b915ae8f2c0
12,Entire apartment,Washington,Union Market Penthouse Apartment,4,1,No,2,1,Yes,No,No,No,No,No,No,No,No,No,No,No,4.44,443,124,https://www.airbnb.com/rooms/4545885?previous_page_section_name=1000&federated_search_id=d464e181-b5e3-423e-b143-5b915ae8f2c0
13,Entire serviced apartment,Washington,Relax in comfort | 2BR in Washington,5,2,No,2,2,No,No,No,No,No,No,No,No,Yes,No,No,No,NaN,NaN,152,https://www.airbnb.com/rooms/45497927?previous_page_section_name=1000&federated_search_id=d464e181-b5e3-423e-b143-5b915ae8f2c0
14,Entire serviced apartment,Washington,Entire apartment for you | 1BR in Washington,3,1,No,1,1,No,No,Yes,No,Yes,No,No,No,No,No,No,No,NaN,NaN,100,https://www.airbnb.com/rooms/45655209?previous_page_section_name=1000&federated_search_id=d464e181-b5e3-423e-b143-5b915ae8f2c0
15,Entire serviced apartment,Washington,Live + Work + Stay + Easy | 1BR in Washington,3,1,No,1,1,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,NaN,NaN,122,https://www.airbnb.com/rooms/45285873?previous_page_section_name=1000&federated_search_id=d464e181-b5e3-423e-b143-5b915ae8f2c0
16,Entire apartment,Washington,Modern and Very  Private Space  - Capitol Hill,2,1,No,1,1,Yes,No,No,No,No,No,No,No,No,No,No,No,4.96,197,94,https://www.airbnb.com/rooms/12423375?previous_page_section_name=1000&federated_search_id=d464e181-b5e3-423e-b143-5b915ae8f2c0
17,Private room,Washington,Spacious private master bedroom near D.C. Downtown,2,1,No,1,1,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,4.51,273,61,https://www.airbnb.com/rooms/20515819?previous_page_section_name=1000&federated_search_id=d464e181-b5e3-423e-b143-5b915ae8f2c0
18,Private room,Washington,Three windows private room,1,1,No,1,1,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,4.92,13,39,https://www.airbnb.com/rooms/41004361?previous_page_section_name=1000&federated_search_id=d464e181-b5e3-423e-b143-5b915ae8f2c0
19,Tiny house,Washington,Urban Oasis Casita - DC Tiny House Utopia,2,NaN,Yes,1,1,Yes,No,No,No,No,No,No,No,No,No,No,No,4.96,28,99,https://www.airbnb.com/rooms/21281978?previous_page_section_name=1000&federated_search_id=d464e181-b5e3-423e-b143-5b915ae8f2c0
