,Type,Location,Title,Number of Guest,Number of Bedroom,Studio,Number of Bed,Number of Bath,Self Check-in,Air Conditioning,Wifi,Washer,Kitchen,Breakfast,Pets allowed,Free parking,Elevator,Gym,Indoor fireplace,Pool,Rate (out of 5),Reviews,Price (per Night),Link
10,Private room,Washington,Ivy City Private Gated Modern Condo,2,1,No,1,1,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,NaN,NaN,60,https://www.airbnb.com/rooms/22589381?previous_page_section_name=1000&federated_search_id=d7e04263-ad52-4d77-b98c-93ac922ea246
11,Entire apartment,Washington,Studio in the best location of Dupont,2,NaN,Yes,0,1,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,4.76,146,73,https://www.airbnb.com/rooms/27960316?previous_page_section_name=1000&federated_search_id=d7e04263-ad52-4d77-b98c-93ac922ea246
12,Entire apartment,Washington,Heart of Georgetown charming apartment!,2,1,No,2,1,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,4.90,110,74,https://www.airbnb.com/rooms/19872890?previous_page_section_name=1000&federated_search_id=d7e04263-ad52-4d77-b98c-93ac922ea246
13,Entire serviced apartment,Washington,A place of your own | 1BR in Washington,3,1,No,1,1,No,No,Yes,No,Yes,No,No,No,No,No,No,No,NaN,NaN,108,https://www.airbnb.com/rooms/45136008?previous_page_section_name=1000&federated_search_id=d7e04263-ad52-4d77-b98c-93ac922ea246
14,Entire guesthouse,Washington,"NOMA Carriage House, Private Apartment",2,1,No,1,1,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,5.0,3,77,https://www.airbnb.com/rooms/45125200?previous_page_section_name=1000&federated_search_id=d7e04263-ad52-4d77-b98c-93ac922ea246
15,Entire apartment,Washington,The Dupont Diamond,4,1,No,2,1,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,4.86,51,50,https://www.airbnb.com/rooms/2559242?previous_page_section_name=1000&federated_search_id=d7e04263-ad52-4d77-b98c-93ac922ea246
16,Entire guesthouse,Washington,"Spacious, Private, Capitol Hill Carriage House",2,NaN,Yes,1,1,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,5.0,5,86,https://www.airbnb.com/rooms/29122757?previous_page_section_name=1000&federated_search_id=d7e04263-ad52-4d77-b98c-93ac922ea246
17,Entire apartment,Washington,"Victorian house, private one bedroom bsmt apt.",4,1,No,2,1,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,4.91,123,74,https://www.airbnb.com/rooms/25378845?previous_page_section_name=1000&federated_search_id=d7e04263-ad52-4d77-b98c-93ac922ea246
18,Private room,Washington,Cheap and Clean room with essential& parking in DC,2,1,No,1,1.5,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,4.91,85,45,https://www.airbnb.com/rooms/24770199?previous_page_section_name=1000&federated_search_id=d7e04263-ad52-4d77-b98c-93ac922ea246
19,Private room,Washington,Night Sky room next to Metro,5,1,No,1,2.5,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,4.83,102,39,https://www.airbnb.com/rooms/2523708?previous_page_section_name=1000&federated_search_id=d7e04263-ad52-4d77-b98c-93ac922ea246
