,Type,Location,Title,Number of Guest,Number of Bedroom,Studio,Number of Bed,Number of Bath,Self Check-in,Air Conditioning,Wifi,Washer,Kitchen,Breakfast,Pets allowed,Free parking,Elevator,Gym,Indoor fireplace,Pool,Rate (out of 5),Reviews,Price (per Night),Link
10,Entire house,Edgewater,"Edgewater/Mayo Getaway! **Please, no parties!!**",8,4,No,4,2.5,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,4.76,126,327,https://www.airbnb.com/rooms/20274733?previous_page_section_name=1000&federated_search_id=65577608-321c-4da2-a304-146d2eaa3f0f
11,Entire house,Deale,Gorgeous Views Waterfront Home/Huge Screened Porch,5,2,No,3,1,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,4.87,52,163,https://www.airbnb.com/rooms/10658055?previous_page_section_name=1000&federated_search_id=65577608-321c-4da2-a304-146d2eaa3f0f
12,Entire cabin,Oakland,Winter is Coming,10,3,No,3,3,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,4.90,177,225,https://www.airbnb.com/rooms/22015858?previous_page_section_name=1000&federated_search_id=65577608-321c-4da2-a304-146d2eaa3f0f
13,Entire cottage,Frostburg,Big Savage Guest Cottage,2,1,No,1,1,No,Yes,No,No,No,No,No,Yes,No,No,No,No,4.92,97,90,https://www.airbnb.com/rooms/19122129?previous_page_section_name=1000&federated_search_id=65577608-321c-4da2-a304-146d2eaa3f0f
14,Entire guesthouse,Bushwood,Little House by the water,2,1,No,2,1,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,4.85,67,70,https://www.airbnb.com/rooms/26447553?previous_page_section_name=1000&federated_search_id=65577608-321c-4da2-a304-146d2eaa3f0f
15,Entire loft,Baltimore,Cheerful 2 bedroom Apt near Univ of MD Hospital,3,2,No,3,1,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,5.0,6,60,https://www.airbnb.com/rooms/43312082?previous_page_section_name=1000&federated_search_id=65577608-321c-4da2-a304-146d2eaa3f0f
16,Entire condominium,Ocean City,"Romantic oceanfront condo w/private balcony, beach access and stunning views!",4,1,No,2,1,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,4.84,25,148,https://www.airbnb.com/rooms/40750772?previous_page_section_name=1000&federated_search_id=65577608-321c-4da2-a304-146d2eaa3f0f
17,Entire chalet,"6, Sang Run","A ""Sweet Retreat"" at Deep Creek & Wisp Ski Resort",10,3,No,7,3,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,4.93,57,191,https://www.airbnb.com/rooms/38584920?previous_page_section_name=1000&federated_search_id=65577608-321c-4da2-a304-146d2eaa3f0f
18,Yurt,Knoxville,NEW! “Fern” the Glamping Tent,2,1,No,1,1,No,No,No,No,No,No,No,Yes,No,No,No,No,4.93,14,138,https://www.airbnb.com/rooms/44043151?previous_page_section_name=1000&federated_search_id=65577608-321c-4da2-a304-146d2eaa3f0f
19,Entire house,Park Hall,Charming 1930s Farmhouse on Scenic Farm,6,3,No,3,1,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,4.89,44,143,https://www.airbnb.com/rooms/35374497?previous_page_section_name=1000&federated_search_id=65577608-321c-4da2-a304-146d2eaa3f0f
