,Type,Location,Title,Number of Guest,Number of Bedroom,Studio,Number of Bed,Number of Bath,Self Check-in,Air Conditioning,Wifi,Washer,Kitchen,Breakfast,Pets allowed,Free parking,Elevator,Gym,Indoor fireplace,Pool,Rate (out of 5),Reviews,Price (per Night),Link
10,Entire serviced apartment,Washington,A place of your own | 1BR in Washington,3,1,No,1,1,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,NaN,NaN,102,https://www.airbnb.com/rooms/46238352?previous_page_section_name=1000&federated_search_id=241b8b43-4634-4f8f-9c85-98670392901d
11,Entire apartment,Washington,Air Ben & Bailey,3,1,No,2,1,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,4.92,12,70,https://www.airbnb.com/rooms/40558120?previous_page_section_name=1000&federated_search_id=241b8b43-4634-4f8f-9c85-98670392901d
12,Entire apartment,Washington,DC Living!  Newly Renovated Apartment in Petworth,3,NaN,Yes,2,1,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,4.67,16,52,https://www.airbnb.com/rooms/14899604?previous_page_section_name=1000&federated_search_id=241b8b43-4634-4f8f-9c85-98670392901d
13,Entire guest suite,Washington,"Pied-a-Terre in Washington, DC",2,NaN,Yes,1,1,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,4.79,215,61,https://www.airbnb.com/rooms/5156582?previous_page_section_name=1000&federated_search_id=241b8b43-4634-4f8f-9c85-98670392901d
14,Entire apartment,Washington,English-Style Basement Apartment in a Historic Row House,3,1,No,1,1,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,4.93,286,110,https://www.airbnb.com/rooms/plus/7952701?previous_page_section_name=1000&federated_search_id=241b8b43-4634-4f8f-9c85-98670392901d
15,Private room,Washington,Private Room 5 Min from Metro-Parking Available,2,1,No,1,1.5,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,4.94,16,45,https://www.airbnb.com/rooms/41344281?previous_page_section_name=1000&federated_search_id=241b8b43-4634-4f8f-9c85-98670392901d
16,Entire condominium,Washington,"Gorgeous, large, modern 1 BR on Hist. Logan Circle",6,1,No,3,1,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,4.93,176,85,https://www.airbnb.com/rooms/22704423?previous_page_section_name=1000&federated_search_id=241b8b43-4634-4f8f-9c85-98670392901d
17,Shared room,Washington,"Female-Only,  Privacy Pod in Shared Upscale Hostel",1,1,No,6,11,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,4.83,6,36,https://www.airbnb.com/rooms/14946599?previous_page_section_name=1000&federated_search_id=241b8b43-4634-4f8f-9c85-98670392901d
18,Entire house,Washington,Beautiful Large 1 Bdrm blocks from 14th Street,3,1,No,1,1,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,4.78,10,125,https://www.airbnb.com/rooms/29206059?previous_page_section_name=1000&federated_search_id=241b8b43-4634-4f8f-9c85-98670392901d
19,Entire apartment,Washington,DuPont Circle/Kalorama Luxury Apartment Suite 3,2,1,No,1,1,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,4.76,51,99,https://www.airbnb.com/rooms/36257002?previous_page_section_name=1000&federated_search_id=241b8b43-4634-4f8f-9c85-98670392901d
