,Type,Location,Title,Number of Guest,Number of Bedroom,Studio,Number of Bed,Number of Bath,Self Check-in,Air Conditioning,Wifi,Washer,Kitchen,Breakfast,Pets allowed,Free parking,Elevator,Gym,Indoor fireplace,Pool,Rate (out of 5),Reviews,Price (per Night),Link
10,Private room,Upper Marlboro,Cozy living near Nations Capitol,2,1,No,2,1.5,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,5.0,6,24,https://www.airbnb.com/rooms/40011480?previous_page_section_name=1000&federated_search_id=dd4785a1-c9f1-442b-9b8a-db86bb2590cc
11,Private room,Rockville,"Cozy, simple room in Rockville - No cleaning fee!",2,1,No,0,1,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,4.88,17,30,https://www.airbnb.com/rooms/39696149?previous_page_section_name=1000&federated_search_id=dd4785a1-c9f1-442b-9b8a-db86bb2590cc
12,Private room,Silver Spring,"Clean, quiet bedroom in Silver Spring",2,1,No,0,1,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,4.40,5,20,https://www.airbnb.com/rooms/45258205?previous_page_section_name=1000&federated_search_id=dd4785a1-c9f1-442b-9b8a-db86bb2590cc
13,Entire apartment,Port Republic,Bayview Apartment with a private entrance.,2,1,No,1,1,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,4.93,27,88,https://www.airbnb.com/rooms/43430885?previous_page_section_name=1000&federated_search_id=dd4785a1-c9f1-442b-9b8a-db86bb2590cc
14,Private room,Baltimore,⭐ Newly Renovated | Near Coppin State University ⭐,1,1,No,1,2.5,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,NaN,NaN,25,https://www.airbnb.com/rooms/39466961?previous_page_section_name=1000&federated_search_id=dd4785a1-c9f1-442b-9b8a-db86bb2590cc
15,Entire guest suite,Silver Spring,Studio in the woods near historic Sandy Spring,2,NaN,Yes,1,1,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,4.86,7,83,https://www.airbnb.com/rooms/45097163?previous_page_section_name=1000&federated_search_id=dd4785a1-c9f1-442b-9b8a-db86bb2590cc
16,Entire loft,Woodlawn,Efficiency Loft Apartment in Convenient Location,1,1,No,0,1,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,NaN,NaN,28,https://www.airbnb.com/rooms/41840495?previous_page_section_name=1000&federated_search_id=dd4785a1-c9f1-442b-9b8a-db86bb2590cc
17,Private room,Odenton,R1 Key-less self check-in on modern Guest's TownH!,1,1,No,1,1,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,NaN,NaN,39,https://www.airbnb.com/rooms/45786766?previous_page_section_name=1000&federated_search_id=dd4785a1-c9f1-442b-9b8a-db86bb2590cc
18,Entire guest suite,Glen Burnie,The KEIS Home,1,1,No,1,1,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,4.88,8,72,https://www.airbnb.com/rooms/39895610?previous_page_section_name=1000&federated_search_id=dd4785a1-c9f1-442b-9b8a-db86bb2590cc
19,Shared room,Elkton,Mini couch heaven,1,1,No,1,1,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,4.65,65,17,https://www.airbnb.com/rooms/21189678?previous_page_section_name=1000&federated_search_id=dd4785a1-c9f1-442b-9b8a-db86bb2590cc
