,Type,Location,Title,Number of Guest,Number of Bedroom,Studio,Number of Bed,Number of Bath,Self Check-in,Air Conditioning,Wifi,Washer,Kitchen,Breakfast,Pets allowed,Free parking,Elevator,Gym,Indoor fireplace,Pool,Rate (out of 5),Reviews,Price (per Night),Link
10,Private room,Beltsville,Beltsville Getaway  Master Suite,2,1,No,1,1,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,4.78,46,27,https://www.airbnb.com/rooms/41938838?previous_page_section_name=1000&federated_search_id=a1dc0fed-9ded-4ba6-869e-3196152415e1
11,Entire apartment,California,Our Little Piece of Heaven,2,NaN,Yes,1,1,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,4.91,93,122,https://www.airbnb.com/rooms/24870363?previous_page_section_name=1000&federated_search_id=a1dc0fed-9ded-4ba6-869e-3196152415e1
12,Private room,Lanham,King bed Private room ample close to main highways,2,1,No,1,1,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,4.72,120,35,https://www.airbnb.com/rooms/28522889?previous_page_section_name=1000&federated_search_id=a1dc0fed-9ded-4ba6-869e-3196152415e1
13,Private room,Silver Spring,Lovely modern private room with shared bathroom,2,1,No,1,1,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,4.83,12,32,https://www.airbnb.com/rooms/45091045?previous_page_section_name=1000&federated_search_id=a1dc0fed-9ded-4ba6-869e-3196152415e1
14,Private room,Frederick,Spacious End-unit Townhouse,1,1,No,1,1.5,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,NaN,NaN,25,https://www.airbnb.com/rooms/42808026?previous_page_section_name=1000&federated_search_id=a1dc0fed-9ded-4ba6-869e-3196152415e1
15,Entire apartment,Annapolis,Private Annapolis Inlaw Apartment,4,1,No,1,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,4.93,134,85,https://www.airbnb.com/rooms/14592012?previous_page_section_name=1000&federated_search_id=a1dc0fed-9ded-4ba6-869e-3196152415e1
16,Entire house,Baltimore,Beautiful Bungalow In Charming Beverly Hills,4,1,No,1,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,4.80,74,43,https://www.airbnb.com/rooms/14869921?previous_page_section_name=1000&federated_search_id=a1dc0fed-9ded-4ba6-869e-3196152415e1
17,Private room,Lanham,King bed private spacious room,2,1,No,1,1,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,4.93,30,36,https://www.airbnb.com/rooms/38506457?previous_page_section_name=1000&federated_search_id=a1dc0fed-9ded-4ba6-869e-3196152415e1
18,Entire serviced apartment,Columbia,Cozy apartment for you | 1BR in Columbia,3,1,No,1,1,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,NaN,NaN,112,https://www.airbnb.com/rooms/46301028?previous_page_section_name=1000&federated_search_id=a1dc0fed-9ded-4ba6-869e-3196152415e1
19,Entire guest suite,Lusby,"Riverfront Chalet
Kayak, canoe or pier, breakfast!",3,1,No,2,1,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,4.99,84,114,https://www.airbnb.com/rooms/33808902?previous_page_section_name=1000&federated_search_id=a1dc0fed-9ded-4ba6-869e-3196152415e1
