,Type,Location,Title,Number of Guest,Number of Bedroom,Studio,Number of Bed,Number of Bath,Self Check-in,Air Conditioning,Wifi,Washer,Kitchen,Breakfast,Pets allowed,Free parking,Elevator,Gym,Indoor fireplace,Pool,Rate (out of 5),Reviews,Price (per Night),Link
10,Private room,Silver Spring,Bedroom in a Lovely property  White Oak  MD 20904,1,1,No,1,1,No,Yes,No,No,No,No,No,No,No,No,No,No,4.67,6,28,https://www.airbnb.com/rooms/40960457?previous_page_section_name=1000&federated_search_id=b0738205-1275-47e0-96e8-b6246211879c
11,Entire apartment,Lanham,Entire Basement Apartment Close to Metro,7,1,No,5,1,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,4.72,141,56,https://www.airbnb.com/rooms/31939776?previous_page_section_name=1000&federated_search_id=b0738205-1275-47e0-96e8-b6246211879c
12,Entire cottage,Deal Island,Water View Cottage,5,2,No,2,1,No,Yes,Yes,No,No,No,No,No,No,No,No,No,4.92,12,100,https://www.airbnb.com/rooms/36444991?previous_page_section_name=1000&federated_search_id=b0738205-1275-47e0-96e8-b6246211879c
13,Private room,Upper Marlboro,Luxury Stay! Minutes from Downtown DC & much more!,2,1,No,1,1,No,Yes,Yes,No,No,No,No,No,No,No,No,No,4.92,26,44,https://www.airbnb.com/rooms/39229803?previous_page_section_name=1000&federated_search_id=b0738205-1275-47e0-96e8-b6246211879c
14,Private room,Annapolis,Private room in Eastport (1.5 miles to DTA),2,1,No,1,1,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,5.0,6,45,https://www.airbnb.com/rooms/45689232?previous_page_section_name=1000&federated_search_id=b0738205-1275-47e0-96e8-b6246211879c
15,Private room,Arnold,"Sunny Spot Suite, Spacious & Serene,near Annapolis",3,1,No,1,1,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,4.86,321,61,https://www.airbnb.com/rooms/21662250?previous_page_section_name=1000&federated_search_id=b0738205-1275-47e0-96e8-b6246211879c
16,Entire cottage,Lusby,Gettin to the point. ( Cove Point Beach),4,2,No,2,2,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,4.99,69,130,https://www.airbnb.com/rooms/34702404?previous_page_section_name=1000&federated_search_id=b0738205-1275-47e0-96e8-b6246211879c
17,Private room,Baltimore,"Quiet Retreat: private bed/bath, and seating area",2,1,No,1,1,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,4.97,29,35,https://www.airbnb.com/rooms/22585173?previous_page_section_name=1000&federated_search_id=b0738205-1275-47e0-96e8-b6246211879c
18,Entire house,Glen Burnie,Unique Abode,1,1,No,1,1,No,Yes,Yes,No,No,No,No,No,No,No,No,No,4.71,14,45,https://www.airbnb.com/rooms/38384526?previous_page_section_name=1000&federated_search_id=b0738205-1275-47e0-96e8-b6246211879c
19,Entire cabin,Dickerson,Cozy Cabin at Sugarloaf Mountain,2,NaN,Yes,2,1,No,Yes,Yes,No,No,No,No,No,No,No,No,No,4.99,121,89,https://www.airbnb.com/rooms/15582629?previous_page_section_name=1000&federated_search_id=b0738205-1275-47e0-96e8-b6246211879c
