,Type,Location,Title,Number of Guest,Number of Bedroom,Studio,Number of Bed,Number of Bath,Self Check-in,Air Conditioning,Wifi,Washer,Kitchen,Breakfast,Pets allowed,Free parking,Elevator,Gym,Indoor fireplace,Pool,Rate (out of 5),Reviews,Price (per Night),Link
10,Entire apartment,Washington,Super Hip & Stylish DC Escape! Close to everything,4,1,No,2,1,Yes,No,No,No,No,No,No,No,No,No,No,No,4.86,157,73,https://www.airbnb.com/rooms/23780677?previous_page_section_name=1000&federated_search_id=d7c4e7c7-9a96-4d68-a655-5257a77268bc
11,Entire serviced apartment,Washington,Relax in comfort | 1BR in Washington,3,1,No,1,1,No,No,No,No,No,No,No,No,Yes,No,No,No,NaN,NaN,113,https://www.airbnb.com/rooms/43642047?previous_page_section_name=1000&federated_search_id=d7c4e7c7-9a96-4d68-a655-5257a77268bc
12,Entire loft,Washington,Rock Creek Studio-1 metro stop to Marriott,2,NaN,Yes,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,4.98,113,95,https://www.airbnb.com/rooms/23309447?previous_page_section_name=1000&federated_search_id=d7c4e7c7-9a96-4d68-a655-5257a77268bc
13,Entire apartment,Washington,Capitol Hill's perfect location!  Bright & clean!,5,1,No,2,1,Yes,No,No,No,No,Yes,No,No,No,No,No,No,4.98,286,112,https://www.airbnb.com/rooms/16882568?previous_page_section_name=1000&federated_search_id=d7c4e7c7-9a96-4d68-a655-5257a77268bc
14,Entire apartment,Washington,LOVE DC UNIT 01 [BASEMENT],2,1,No,1,1,Yes,No,No,No,No,No,No,No,No,No,No,No,4.92,38,110,https://www.airbnb.com/rooms/24402356?previous_page_section_name=1000&federated_search_id=d7c4e7c7-9a96-4d68-a655-5257a77268bc
15,Private room,Washington,Private bedroom Queen bed desk,1,1,No,0,1.5,Yes,No,No,No,No,No,No,No,No,No,No,No,4.16,173,35,https://www.airbnb.com/rooms/14345834?previous_page_section_name=1000&federated_search_id=d7c4e7c7-9a96-4d68-a655-5257a77268bc
16,Entire guest suite,Washington,"Modern and Inviting, Trinidad Suite w/ Parking",2,1,No,1,1,Yes,No,No,No,No,No,No,No,No,No,No,No,4.83,328,63,https://www.airbnb.com/rooms/15564599?previous_page_section_name=1000&federated_search_id=d7c4e7c7-9a96-4d68-a655-5257a77268bc
17,Private room,Washington,Convenient & disinfected SE DC Stay,2,1,No,1,1,Yes,No,No,No,No,No,No,No,No,No,No,No,4.67,6,30,https://www.airbnb.com/rooms/35566899?previous_page_section_name=1000&federated_search_id=d7c4e7c7-9a96-4d68-a655-5257a77268bc
18,Entire townhouse,Washington,Historic rowhome in D.C.,6,2,No,3,2,Yes,No,No,No,No,No,No,No,No,No,No,No,4.94,262,151,https://www.airbnb.com/rooms/22785589?previous_page_section_name=1000&federated_search_id=d7c4e7c7-9a96-4d68-a655-5257a77268bc
19,Entire guest suite,Washington,Historic Rowhouse English Basement 1BR,2,1,No,1,1,Yes,No,No,No,No,No,No,No,No,No,No,No,4.59,22,75,https://www.airbnb.com/rooms/38581209?previous_page_section_name=1000&federated_search_id=d7c4e7c7-9a96-4d68-a655-5257a77268bc
