,Type,Location,Title,Number of Guest,Number of Bedroom,Studio,Number of Bed,Number of Bath,Self Check-in,Air Conditioning,Wifi,Washer,Kitchen,Breakfast,Pets allowed,Free parking,Elevator,Gym,Indoor fireplace,Pool,Rate (out of 5),Reviews,Price (per Night),Link
10,Entire apartment,Washington,Fully  Renovated 2-Bedroom Apt in Logan Circle,5,2,No,2,1,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,4.95,44,148,https://www.airbnb.com/rooms/39437109?previous_page_section_name=1000&federated_search_id=34b364fe-832a-4aaa-9378-b54ecea37774
11,Entire apartment,Washington,Logan loft living - 2bd 2bath,5,2,No,2,2,No,No,No,No,No,No,No,No,Yes,No,No,No,4.47,148,149,https://www.airbnb.com/rooms/27289967?previous_page_section_name=1000&federated_search_id=34b364fe-832a-4aaa-9378-b54ecea37774
12,Entire apartment,Washington,English-Style Basement Apartment in a Historic Row House,3,1,No,1,1,Yes,No,No,No,No,No,No,No,No,No,No,No,4.93,286,110,https://www.airbnb.com/rooms/plus/7952701?previous_page_section_name=1000&federated_search_id=34b364fe-832a-4aaa-9378-b54ecea37774
13,Entire apartment,Washington,Private Unit Near H Street with Off-Street Parking,4,1,No,2,1,Yes,No,No,No,No,No,No,No,No,No,No,No,4.92,12,71,https://www.airbnb.com/rooms/42825977?previous_page_section_name=1000&federated_search_id=34b364fe-832a-4aaa-9378-b54ecea37774
14,Entire apartment,Washington,Modern apt near U st // Convention Center // & monuments!,5,2,No,5,1,Yes,No,No,No,No,No,No,No,No,No,No,No,4.52,327,73,https://www.airbnb.com/rooms/6066863?previous_page_section_name=1000&federated_search_id=34b364fe-832a-4aaa-9378-b54ecea37774
15,Entire apartment,Washington,Neat Apartment 10 minutes' walk to White House,2,1,No,1,1,Yes,No,No,No,No,No,No,No,No,No,No,No,4.84,25,87,https://www.airbnb.com/rooms/15851733?previous_page_section_name=1000&federated_search_id=34b364fe-832a-4aaa-9378-b54ecea37774
16,Room,boutique hotel in Washington,"Arc The.Hotel, The.Hotel King",3,NaN,Yes,1,1,Yes,No,No,No,No,No,No,No,Yes,No,No,No,4.21,14,109,https://www.airbnb.com/rooms/35578850?previous_page_section_name=1000&federated_search_id=34b364fe-832a-4aaa-9378-b54ecea37774
17,Entire house,Washington,Perfect Home for Four in DC! Full kitchen!,4,1,No,3,1,Yes,No,No,No,No,No,No,No,No,No,No,No,4.72,105,72,https://www.airbnb.com/rooms/31592816?previous_page_section_name=1000&federated_search_id=34b364fe-832a-4aaa-9378-b54ecea37774
18,Entire apartment,Washington,A calm get away in the 'village within a city.',4,1,No,1,1,Yes,No,No,No,No,No,No,No,No,No,No,No,NaN,NaN,75,https://www.airbnb.com/rooms/36945683?previous_page_section_name=1000&federated_search_id=34b364fe-832a-4aaa-9378-b54ecea37774
19,Entire apartment,Washington,Modern Luxury DC Penthouse w/ Priv. Balcony+3 Tv's,6,2,No,4,2,No,No,No,No,No,No,No,No,Yes,No,No,No,4.78,36,221,https://www.airbnb.com/rooms/40428915?previous_page_section_name=1000&federated_search_id=34b364fe-832a-4aaa-9378-b54ecea37774
